GISJOIN,YEAR,STUSAB,GEOID,GEOCODE,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,COUSUBCC,SUBMCDA,CONCITA,PLACEA,PLACECC,TRACTA,BLKGRPA,BLOCKA,AIANHHA,RES_ONLYA,TRUSTA,AIANHHCC,AITSA,TTRACTA,TBLKGRPA,ANRCA,CBSAA,MEMI,CSAA,METDIVA,NECTAA,NMEMI,CNECTAA,NECTADIVA,CBSAPCI,NECTAPCI,UAA,URA,CD116A,SLDU18A,SLDL18A,VTD,VTDI,ZCTAA,SDELMA,SDSECA,SDUNIA,PUMA,AREALAND,AREAWATR,BASENAME,NAME,FUNCSTAT,INTPTLAT,INTPTLON,LSADC,UGA,U82001,U82002,U82003,U9R001,U9R002,U9R003,U9R004,U9R005,U9R006,U9R007,U9R008,U9R009,U9R010,U9R011,U9R012,U9R013,U9R014,U9R015,U9R016,U9R017,U9R018,U9R019,U9R020,U9R021,U9R022,U9R023,U9R024,U9R025,U9R026,U9R027,U9R028,U9R029,U9R030,U9R031,U9R032,U9R033,U9R034,U9R035,U9R036,U9R037,U9R038,U9R039,U9R040,U9R041,U9R042,U9R043,U9R044,U9R045,U9R046,U9R047,U9R048,U9R049,U9R050,U9R051,U9R052,U9R053,U9R054,U9R055,U9R056,U9R057,U9R058,U9R059,U9R060,U9R061,U9R062,U9R063
"G0100690","2020","AL","0500000US01069","01069","3","6","Alabama","01","Houston County","069",,,,,,,,,,,,,,,,,,"20020","1","222","99999",,,,,,,,,,,,,,,,,,,"1501742239","4795415","Houston","Houston County","A","+31.1581831","-085.2964111","06",,106387,24521,81866,815,469,25,14,0,14,0,0,11,0,0,11,321,164,131,4,29,0,157,0,0,157,123,107,8,0,99,0,16,0,0,16,346,10,10,0,10,0,0,0,0,0,0,116,57,13,8,36,0,59,0,0,59,220,204,0,0,204,0,16,0,0,16
"G0100710","2020","AL","0500000US01071","01071","3","6","Alabama","01","Jackson County","071",,,,,,,,,,,,,,,,,,"42460","2","497","99999",,,,,,,,,,,,,,,,,,,"2792044654","126334707","Jackson","Jackson County","A","+34.7641140","-085.9800556","06",,51971,10809,41162,608,295,2,0,0,0,0,0,2,0,0,2,218,144,122,0,22,0,74,0,0,74,75,61,3,0,58,0,14,0,0,14,313,0,0,0,0,0,0,0,0,0,0,101,41,17,0,24,0,60,0,0,60,212,189,0,0,189,0,23,0,0,23
"G0100730","2020","AL","0500000US01073","01073","3","6","Alabama","01","Jefferson County","073",,,,,,,,,,,,,,,,,,"13820","1","142","99999",,,,,,,,,,,,,,,,,,,"2878852142","32681784","Jefferson","Jefferson County","A","+33.5534439","-086.8965359","06",,657707,147347,510360,17014,7932,193,154,4,119,0,31,39,1,0,38,6050,2578,2144,14,369,51,3472,2493,0,979,1689,1085,97,0,983,5,604,1,0,603,9082,94,71,0,17,0,54,23,5,0,18,5779,602,254,12,313,23,5177,4452,0,725,3209,2227,0,0,2219,8,982,0,0,982
"G0100750","2020","AL","0500000US01075","01075","3","6","Alabama","01","Lamar County","075",,,,,,,,,,,,,,,,,,"99999","9","999","99999",,,,,,,,,,,,,,,,,,,"1566544684","1600679","Lamar","Lamar County","A","+33.7870852","-088.0874309","06",,13828,2951,10877,144,82,1,0,0,0,0,0,1,0,0,1,51,41,21,0,20,0,10,0,0,10,30,25,0,0,25,0,5,0,0,5,62,1,0,0,0,0,0,1,0,0,1,18,14,0,0,14,0,4,0,0,4,43,38,0,0,38,0,5,0,0,5
"G0100770","2020","AL","0500000US01077","01077","3","6","Alabama","01","Lauderdale County","077",,,,,,,,,,,,,,,,,,"22520","1","999","99999",,,,,,,,,,,,,,,,,,,"1730148679","133606345","Lauderdale","Lauderdale County","A","+34.9041221","-087.6509966","06",,90532,18596,71936,3032,1307,31,26,0,19,0,7,5,1,0,4,1047,254,212,2,31,9,793,734,0,59,229,229,3,0,225,1,0,0,0,0,1725,29,21,0,16,0,5,8,4,0,4,1325,63,44,0,19,0,1262,1175,0,87,371,371,2,0,368,1,0,0,0,0
"G0100790","2020","AL","0500000US01079","01079","3","6","Alabama","01","Lawrence County","079",,,,,,,,,,,,,,,,,,"19460","1","290","99999",,,,,,,,,,,,,,,,,,,"1788864348","68682286","Lawrence","Lawrence County","A","+34.5297760","-087.3218651","06",,32846,7195,25651,227,124,0,0,0,0,0,0,0,0,0,0,110,110,97,0,13,0,0,0,0,0,14,14,2,0,12,0,0,0,0,0,103,0,0,0,0,0,0,0,0,0,0,19,19,12,0,7,0,0,0,0,0,84,84,0,0,84,0,0,0,0,0
"G0100810","2020","AL","0500000US01081","01081","3","6","Alabama","01","Lee County","081",,,,,,,,,,,,,,,,,,"12220","1","194","99999",,,,,,,,,,,,,,,,,,,"1573528082","21515484","Lee","Lee County","A","+32.6040644","-085.3530477","06",,168868,37776,131092,5373,2456,11,7,0,7,0,0,4,3,0,1,2347,314,295,5,11,3,2033,1988,0,45,98,80,6,0,71,3,18,0,0,18,2917,10,5,0,5,0,0,5,1,0,4,2635,64,34,9,18,3,2571,2543,0,28,272,247,1,0,245,1,25,0,0,25
"G0100830","2020","AL","0500000US01083","01083","3","6","Alabama","01","Limestone County","083",,,,,,,,,,,,,,,,,,"26620","1","290","99999",,,,,,,,,,,,,,,,,,,"1450296914","122310594","Limestone","Limestone County","A","+34.8102387","-086.9813995","06",,100470,23850,76620,3100,2717,1,0,0,0,0,0,1,0,0,1,2496,2404,2392,0,12,0,92,0,0,92,220,209,125,0,84,0,11,0,0,11,383,1,0,0,0,0,0,1,0,0,1,93,49,49,0,0,0,44,0,0,44,289,286,1,0,285,0,3,0,0,3
"G0100850","2020","AL","0500000US01085","01085","3","6","Alabama","01","Lowndes County","085",,,,,,,,,,,,,,,,,,"33860","1","388","99999",,,,,,,,,,,,,,,,,,,"1854651814","23271259","Lowndes","Lowndes County","A","+32.1478880","-086.6505859","06",,10123,2028,8095,188,120,0,0,0,0,0,0,0,0,0,0,100,100,93,0,7,0,0,0,0,0,20,20,3,0,17,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,29,29,28,0,1,0,0,0,0,0,39,39,1,0,38,0,0,0,0,0
"G0100870","2020","AL","0500000US01087","01087","3","6","Alabama","01","Macon County","087",,,,,,,,,,,,,,,,,,"99999","9","999","99999",,,,,,,,,,,,,,,,,,,"1576435594","11765508","Macon","Macon County","A","+32.3870267","-085.6928870","06",,17464,3276,14188,2068,721,27,27,0,27,0,0,0,0,0,0,660,40,36,4,0,0,620,601,0,19,34,4,4,0,0,0,30,0,0,30,1347,3,3,0,3,0,0,0,0,0,0,1300,6,2,4,0,0,1294,1281,0,13,44,0,0,0,0,0,44,0,0,44
"G0100890","2020","AL","0500000US01089","01089","3","6","Alabama","01","Madison County","089",,,,,,,,,,,,,,,,,,"26620","1","290","99999",,,,,,,,,,,,,,,,,,,"2076136600","28786030","Madison","Madison County","A","+34.7642377","-086.5510802","06",,378389,83909,294480,9764,4800,45,25,1,13,0,11,20,11,0,9,4090,830,709,0,99,22,3260,2996,0,264,665,474,5,0,460,9,191,0,0,191,4964,56,36,2,15,0,19,20,11,0,9,3602,222,130,1,77,14,3380,3287,0,93,1306,1166,0,0,1158,8,140,0,0,140
"G0100910","2020","AL","0500000US01091","01091","3","6","Alabama","01","Marengo County","091",,,,,,,,,,,,,,,,,,"99999","9","999","99999",,,,,,,,,,,,,,,,,,,"2530155136","14951685","Marengo","Marengo County","A","+32.2475911","-087.7910910","06",,19096,4270,14826,227,95,0,0,0,0,0,0,0,0,0,0,61,46,37,0,9,0,15,0,0,15,34,31,1,0,30,0,3,0,0,3,132,0,0,0,0,0,0,0,0,0,0,25,21,8,0,13,0,4,0,0,4,107,104,0,0,104,0,3,0,0,3
"G0100930","2020","AL","0500000US01093","01093","3","6","Alabama","01","Marion County","093",,,,,,,,,,,,,,,,,,"99999","9","999","99999",,,,,,,,,,,,,,,,,,,"1922660061","3180617","Marion","Marion County","A","+34.1382194","-087.8815510","06",,28580,6077,22503,761,516,0,0,0,0,0,0,0,0,0,0,395,354,327,0,27,0,41,0,0,41,121,104,42,0,62,0,17,0,0,17,245,0,0,0,0,0,0,0,0,0,0,81,53,29,0,24,0,28,0,0,28,164,130,0,0,130,0,34,0,0,34
"G0100950","2020","AL","0500000US01095","01095","3","6","Alabama","01","Marshall County","095",,,,,,,,,,,,,,,,,,"10700","2","999","99999",,,,,,,,,,,,,,,,,,,"1465531833","148495463","Marshall","Marshall County","A","+34.3095637","-086.3216681","06",,96620,24078,72542,992,450,2,2,2,0,0,0,0,0,0,0,365,273,236,0,37,0,92,37,0,55,83,77,1,0,76,0,6,0,0,6,542,2,1,1,0,0,0,1,0,0,1,160,83,49,0,34,0,77,39,0,38,380,373,0,0,373,0,7,0,0,7
"G0100970","2020","AL","0500000US01097","01097","3","6","Alabama","01","Mobile County","097",,,,,,,,,,,,,,,,,,"33660","1","380","99999",,,,,,,,,,,,,,,,,,,"3184064139","1074011171","Mobile","Mobile County","A","+30.6845725","-088.1965682","06",,407064,95042,312022,7745,4074,202,97,0,97,0,0,105,2,0,103,3226,1763,1538,7,216,2,1463,1057,0,406,646,544,78,0,466,0,102,0,0,102,3671,138,48,2,46,0,0,90,3,0,87,2415,300,138,12,150,0,2115,1861,0,254,1118,941,3,0,937,1,177,0,0,177
"G0100990","2020","AL","0500000US01099","01099","3","6","Alabama","01","Monroe County","099",,,,,,,,,,,,,,,,,,"99999","9","999","99999",,,,,,,,,,,,,,,,,,,"2656469672","22609681","Monroe","Monroe County","A","+31.5803324","-087.3832656","06",,19569,4210,15359,203,97,0,0,0,0,0,0,0,0,0,0,73,73,64,0,9,0,0,0,0,0,24,24,0,0,24,0,0,0,0,0,106,0,0,0,0,0,0,0,0,0,0,15,15,11,0,4,0,0,0,0,0,91,91,1,0,90,0,0,0,0,0
"G0101010","2020","AL","0500000US01101","01101","3","6","Alabama","01","Montgomery County","101",,,,,,,,,,,,,,,,,,"33860","1","388","99999",,,,,,,,,,,,,,,,,,,"2034045843","37716728","Montgomery","Montgomery County","A","+32.2028812","-086.2044615","06",,220555,51273,169282,8399,5269,200,186,7,178,0,1,14,5,2,7,4670,3115,2784,57,232,42,1555,1054,397,104,399,386,77,0,302,7,13,0,0,13,3130,54,31,0,30,0,1,23,14,2,7,2499,548,321,5,202,20,1951,1574,271,106,577,570,7,0,562,1,7,0,0,7
"G0101030","2020","AL","0500000US01103","01103","3","6","Alabama","01","Morgan County","103",,,,,,,,,,,,,,,,,,"19460","1","290","99999",,,,,,,,,,,,,,,,,,,"1501337447","50196644","Morgan","Morgan County","A","+34.4544844","-086.8464021","06",,121147,27901,93246,2274,1514,12,8,0,8,0,0,4,0,0,4,1352,1252,1210,5,30,7,100,0,0,100,150,144,17,0,124,3,6,0,0,6,760,23,21,1,20,0,0,2,0,0,2,231,165,103,0,56,6,66,0,0,66,506,467,1,0,466,0,39,0,0,39
"G0101050","2020","AL","0500000US01105","01105","3","6","Alabama","01","Perry County","105",,,,,,,,,,,,,,,,,,"99999","9","999","99999",,,,,,,,,,,,,,,,,,,"1863936200","10902207","Perry","Perry County","A","+32.6390053","-087.2938269","06",,7979,1771,6208,532,354,0,0,0,0,0,0,0,0,0,0,320,20,0,0,20,0,300,300,0,0,34,34,0,0,34,0,0,0,0,0,178,0,0,0,0,0,0,0,0,0,0,122,14,0,0,14,0,108,108,0,0,56,56,0,0,56,0,0,0,0,0
"G0101070","2020","AL","0500000US01107","01107","3","6","Alabama","01","Pickens County","107",,,,,,,,,,,,,,,,,,"46220","1","999","99999",,,,,,,,,,,,,,,,,,,"2282835039","22621093","Pickens","Pickens County","A","+33.2968003","-088.0968644","06",,17353,3672,13681,1770,219,2,1,1,0,0,0,1,0,0,1,193,186,168,0,18,0,7,0,0,7,24,24,4,0,20,0,0,0,0,0,1551,2,1,1,0,0,0,1,0,0,1,1436,1433,1412,0,21,0,3,0,0,3,113,113,26,0,87,0,0,0,0,0
"G0101090","2020","AL","0500000US01109","01109","3","6","Alabama","01","Pike County","109",,,,,,,,,,,,,,,,,,"45980","2","999","99999",,,,,,,,,,,,,,,,,,,"1740645369","2339145","Pike","Pike County","A","+31.7986533","-085.9416076","06",,30865,6191,24674,2144,838,4,0,0,0,0,0,4,2,0,2,791,23,0,0,23,0,768,764,0,4,43,42,0,0,42,0,1,1,0,0,1306,5,0,0,0,0,0,5,5,0,0,1181,22,0,0,22,0,1159,1143,0,16,120,116,0,0,116,0,4,0,0,4
"G0101110","2020","AL","0500000US01111","01111","3","6","Alabama","01","Randolph County","111",,,,,,,,,,,,,,,,,,"99999","9","999","99999",,,,,,,,,,,,,,,,,,,"1503618358","9283013","Randolph","Randolph County","A","+33.2964614","-085.4640637","06",,21551,4701,16850,416,193,2,2,2,0,0,0,0,0,0,0,163,66,47,0,19,0,97,97,0,0,28,28,5,0,23,0,0,0,0,0,223,0,0,0,0,0,0,0,0,0,0,121,25,3,0,22,0,96,96,0,0,102,102,0,0,102,0,0,0,0,0
"G0101130","2020","AL","0500000US01113","01113","3","6","Alabama","01","Russell County","113",,,,,,,,,,,,,,,,,,"17980","1","194","99999",,,,,,,,,,,,,,,,,,,"1660652494","15564412","Russell","Russell County","A","+32.2898113","-085.1869798","06",,58626,14489,44137,557,299,7,6,0,6,0,0,1,0,0,1,210,205,170,13,22,0,5,0,0,5,82,75,10,0,65,0,7,0,0,7,258,6,0,0,0,0,0,6,0,0,6,33,32,10,5,17,0,1,0,0,1,219,213,0,0,213,0,6,0,0,6
"G0101150","2020","AL","0500000US01115","01115","3","6","Alabama","01","St. Clair County","115",,,,,,,,,,,,,,,,,,"13820","1","142","99999",,,,,,,,,,,,,,,,,,,"1635759732","56431785","St. Clair","St. Clair County","A","+33.7194907","-086.3113273","06",,89010,20948,68062,2093,1623,29,28,0,28,0,0,1,0,0,1,1196,1191,1152,4,35,0,5,0,0,5,398,398,105,0,293,0,0,0,0,0,470,34,32,0,32,0,0,2,0,0,2,98,76,43,3,30,0,22,0,0,22,338,334,0,0,334,0,4,0,0,4
"G0101170","2020","AL","0500000US01117","01117","3","6","Alabama","01","Shelby County","117",,,,,,,,,,,,,,,,,,"13820","1","142","99999",,,,,,,,,,,,,,,,,,,"2034279155","62288767","Shelby","Shelby County","A","+33.2630428","-086.6780894","06",,219776,52478,167298,3248,1810,25,23,0,20,0,3,2,2,0,0,1573,1083,1039,17,27,0,490,455,0,35,212,209,24,0,174,11,3,0,0,3,1438,34,34,0,31,0,3,0,0,0,0,904,203,166,1,28,8,701,690,0,11,500,500,4,0,491,5,0,0,0,0
"G0101190","2020","AL","0500000US01119","01119","3","6","Alabama","01","Sumter County","119",,,,,,,,,,,,,,,,,,"99999","9","999","99999",,,,,,,,,,,,,,,,,,,"2340898913","24634883","Sumter","Sumter County","A","+32.5974811","-088.2000571","06",,11280,2431,8849,1065,452,0,0,0,0,0,0,0,0,0,0,430,12,0,0,12,0,418,418,0,0,22,22,0,0,22,0,0,0,0,0,613,0,0,0,0,0,0,0,0,0,0,568,5,0,0,5,0,563,563,0,0,45,45,0,0,45,0,0,0,0,0
"G0101210","2020","AL","0500000US01121","01121","3","6","Alabama","01","Talladega County","121",,,,,,,,,,,,,,,,,,"45180","2","142","99999",,,,,,,,,,,,,,,,,,,"1908346572","60874403","Talladega","Talladega County","A","+33.3693135","-086.1759302","06",,78915,16924,61991,3234,2341,100,97,1,3,0,93,3,3,0,0,2090,1654,1502,1,85,66,436,371,0,65,151,144,45,0,99,0,7,0,0,7,893,101,92,0,1,0,91,9,9,0,0,534,151,78,0,25,48,383,350,0,33,258,247,1,0,246,0,11,0,0,11
"G0101230","2020","AL","0500000US01123","01123","3","6","Alabama","01","Tallapoosa County","123",,,,,,,,,,,,,,,,,,"10760","2","388","99999",,,,,,,,,,,,,,,,,,,"1855798005","128790974","Tallapoosa","Tallapoosa County","A","+32.8633076","-085.7996176","06",,40625,8298,32327,686,394,1,0,0,0,0,0,1,0,0,1,185,129,96,0,33,0,56,0,0,56,208,203,8,0,195,0,5,0,0,5,292,0,0,0,0,0,0,0,0,0,0,44,36,9,0,27,0,8,0,0,8,248,246,0,0,246,0,2,0,0,2
"G0101250","2020","AL","0500000US01125","01125","3","6","Alabama","01","Tuscaloosa County","125",,,,,,,,,,,,,,,,,,"46220","1","999","99999",,,,,,,,,,,,,,,,,,,"3420981170","78702314","Tuscaloosa","Tuscaloosa County","A","+33.2902197","-087.5227834","06",,215921,47957,167964,11115,5025,32,21,0,19,0,2,11,0,0,11,4628,968,533,3,100,332,3660,3490,0,170,365,314,2,0,244,68,51,1,0,50,6090,23,13,0,13,0,0,10,4,0,6,5406,239,64,1,84,90,5167,5081,0,86,661,611,1,0,594,16,50,0,0,50
"G0101270","2020","AL","0500000US01127","01127","3","6","Alabama","01","Walker County","127",,,,,,,,,,,,,,,,,,"27530","2","142","99999",,,,,,,,,,,,,,,,,,,"2048757700","36683003","Walker","Walker County","A","+33.7915581","-087.3010936","06",,64276,13637,50639,1066,559,20,20,0,20,0,0,0,0,0,0,376,316,244,0,45,27,60,0,0,60,163,152,7,0,143,2,11,0,0,11,507,18,18,0,18,0,0,0,0,0,0,132,92,46,2,36,8,40,0,0,40,357,328,0,0,324,4,29,0,0,29
"G0101290","2020","AL","0500000US01129","01129","3","6","Alabama","01","Washington County","129",,,,,,,,,,,,,,,,,,"33660","1","380","99999",,,,,,,,,,,,,,,,,,,"2797712949","21660030","Washington","Washington County","A","+31.4085035","-088.2124041","06",,15268,3302,11966,120,54,5,5,5,0,0,0,0,0,0,0,40,37,36,0,1,0,3,0,0,3,9,9,6,0,3,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,4,1,0,0,1,0,3,0,0,3,62,62,0,0,62,0,0,0,0,0
"G0101310","2020","AL","0500000US01131","01131","3","6","Alabama","01","Wilcox County","131",,,,,,,,,,,,,,,,,,"99999","9","999","99999",,,,,,,,,,,,,,,,,,,"2299540559","50592191","Wilcox","Wilcox County","A","+31.9900824","-087.3049349","06",,10369,2340,8029,231,172,0,0,0,0,0,0,0,0,0,0,143,101,95,0,6,0,42,0,0,42,29,25,4,0,21,0,4,0,0,4,59,0,0,0,0,0,0,0,0,0,0,24,6,4,0,2,0,18,0,0,18,35,33,0,0,33,0,2,0,0,2
"G0101330","2020","AL","0500000US01133","01133","3","6","Alabama","01","Winston County","133",,,,,,,,,,,,,,,,,,"99999","9","999","99999",,,,,,,,,,,,,,,,,,,"1587657470","48873867","Winston","Winston County","A","+34.1545665","-087.3653458","06",,23179,4768,18411,361,140,1,0,0,0,0,0,1,0,0,1,93,66,54,0,12,0,27,11,0,16,46,39,0,0,39,0,7,0,0,7,221,5,0,0,0,0,0,5,5,0,0,79,34,16,0,18,0,45,10,0,35,137,127,0,0,127,0,10,0,0,10
"G0400010","2020","AZ","0500000US04001","04001","4","8","Arizona","04","Apache County","001",,,,,,,,,,,,,,,,,,"99999","9","999","99999",,,,,,,,,,,,,,,,,,,"29003486215","54150732","Apache","Apache County","A","+35.3850840","-109.4901722","06",,64814,16842,47972,1207,716,38,9,0,0,0,9,29,3,0,26,606,370,353,0,8,9,236,151,0,85,72,39,4,0,35,0,33,0,0,33,491,36,4,0,0,0,4,32,8,0,24,409,45,22,0,6,17,364,239,0,125,46,31,0,0,31,0,15,0,0,15
"G0400030","2020","AZ","0500000US04003","04003","4","8","Arizona","04","Cochise County","003",,,,,,,,,,,,,,,,,,"43420","1","999","99999",,,,,,,,,,,,,,,,,,,"16083178104","17664572","Cochise","Cochise County","A","+31.8401287","-109.7751627","06",,120344,26058,94286,5103,4158,34,26,5,17,0,4,8,0,0,8,3963,2117,2077,1,30,9,1846,59,1736,51,161,102,33,0,69,0,59,0,0,59,945,25,14,2,11,0,1,11,2,0,9,702,174,143,1,25,5,528,92,357,79,218,140,5,0,135,0,78,0,0,78
"G0400050","2020","AZ","0500000US04005","04005","4","8","Arizona","04","Coconino County","005",,,,,,,,,,,,,,,,,,"22380","1","999","99999",,,,,,,,,,,,,,,,,,,"48216135399","116631422","Coconino","Coconino County","A","+35.8296919","-111.7737277","06",,133091,29008,104083,12010,5018,40,12,1,11,0,0,28,4,0,24,4867,336,325,0,11,0,4531,3622,0,909,111,34,6,0,28,0,77,0,0,77,6992,61,22,0,22,0,0,39,21,0,18,6773,55,35,1,19,0,6718,6099,0,619,158,66,2,0,64,0,92,1,0,91
"G0400070","2020","AZ","0500000US04007","04007","4","8","Arizona","04","Gila County","007",,,,,,,,,,,,,,,,,,"37740","2","429","99999",,,,,,,,,,,,,,,,,,,"12321426494","97108979","Gila","Gila County","A","+33.7896177","-110.8118696","06",,52427,10229,42198,845,590,28,10,10,0,0,0,18,0,0,18,438,372,340,0,32,0,66,0,0,66,124,109,19,0,90,0,15,0,0,15,255,9,3,3,0,0,0,6,0,0,6,118,58,33,0,25,0,60,0,0,60,128,123,3,0,120,0,5,0,0,5
"G0400090","2020","AZ","0500000US04009","04009","4","8","Arizona","04","Graham County","009",,,,,,,,,,,,,,,,,,"40940","2","999","99999",,,,,,,,,,,,,,,,,,,"11970605956","47476264","Graham","Graham County","A","+32.9318277","-109.8783103","06",,35860,10811,25049,2673,2535,6,3,0,3,0,0,3,0,0,3,2457,2410,2391,2,17,0,47,14,0,33,72,63,40,0,23,0,9,0,0,9,138,1,0,0,0,0,0,1,0,0,1,99,50,40,3,6,1,49,12,0,37,38,30,3,0,27,0,8,0,0,8
"G0400110","2020","AZ","0500000US04011","04011","4","8","Arizona","04","Greenlee County","011",,,,,,,,,,,,,,,,,,"99999","9","999","99999",,,,,,,,,,,,,,,,,,,"4771128170","13746346","Greenlee","Greenlee County","A","+33.2388723","-109.2423231","06",,9531,2711,6820,32,26,7,0,0,0,0,0,7,0,0,7,13,12,12,0,0,0,1,0,0,1,6,4,4,0,0,0,2,0,0,2,6,2,0,0,0,0,0,2,0,0,2,4,2,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0
"G0400120","2020","AZ","0500000US04012","04012","4","8","Arizona","04","La Paz County","012",,,,,,,,,,,,,,,,,,"99999","9","999","99999",,,,,,,,,,,,,,,,,,,"11646049270","36551630","La Paz","La Paz County","A","+33.7276104","-114.0388060","06",,16381,3039,13342,176,142,10,3,3,0,0,0,7,0,0,7,124,115,115,0,0,0,9,0,0,9,8,5,5,0,0,0,3,0,0,3,34,3,0,0,0,0,0,3,0,0,3,25,8,8,0,0,0,17,0,0,17,6,2,2,0,0,0,4,0,0,4
"G0400130","2020","AZ","0500000US04013","04013","4","8","Arizona","04","Maricopa County","013",,,,,,,,,,,,,,,,,,"38060","1","429","99999",,,,,,,,,,,,,,,,,,,"23832530727","62704529","Maricopa","Maricopa County","A","+33.3451756","-112.4989296","06",,4350538,1035396,3315142,70030,37150,1766,1261,72,1002,0,187,505,17,0,488,28505,14169,12213,96,1457,403,14336,7940,520,5876,6879,4035,163,0,3744,128,2844,2,0,2842,32880,1020,580,7,515,0,58,440,26,2,412,18678,5781,4458,66,1014,243,12897,9522,172,3203,13182,7754,36,0,7583,135,5428,0,0,5428
"G0400150","2020","AZ","0500000US04015","04015","4","8","Arizona","04","Mohave County","015",,,,,,,,,,,,,,,,,,"29420","1","999","99999",,,,,,,,,,,,,,,,,,,"34530024782","333401646","Mohave","Mohave County","A","+35.7177050","-113.7496891","06",,208927,35745,173182,4340,3567,41,22,2,15,0,5,19,7,0,12,3122,2893,2841,2,45,5,229,33,0,196,404,341,119,0,219,3,63,0,0,63,773,20,13,0,12,0,1,7,4,0,3,290,135,101,0,32,2,155,27,0,128,463,397,2,0,392,3,66,0,0,66
"G0400170","2020","AZ","0500000US04017","04017","4","8","Arizona","04","Navajo County","017",,,,,,,,,,,,,,,,,,"43320","2","999","99999",,,,,,,,,,,,,,,,,,,"25769061034","24125807","Navajo","Navajo County","A","+35.3907852","-110.3210248","06",,104677,27453,77224,2040,1568,27,20,1,19,0,0,7,0,0,7,1404,1260,1244,0,16,0,144,0,0,144,137,113,12,0,101,0,24,0,0,24,472,29,24,0,24,0,0,5,0,0,5,188,103,94,1,8,0,85,0,0,85,255,231,4,0,227,0,24,0,0,24
"G0400190","2020","AZ","0500000US04019","04019","4","8","Arizona","04","Pima County","019",,,,,,,,,,,,,,,,,,"46060","1","536","99999",,,,,,,,,,,,,,,,,,,"23798597680","5112018","Pima","Pima County","A","+32.1280380","-111.7836574","06",,1015933,208697,807236,27500,17205,334,255,22,196,0,37,79,25,1,53,14429,8788,8374,12,353,49,5641,3871,581,1189,2442,1857,260,0,1585,12,585,0,0,585,10295,137,73,0,61,0,12,64,36,2,26,6421,542,282,5,242,13,5879,5129,132,618,3737,2742,7,0,2710,25,995,1,0,994
"G0400210","2020","AZ","0500000US04021","04021","4","8","Arizona","04","Pinal County","021",,,,,,,,,,,,,,,,,,"38060","1","429","99999",,,,,,,,,,,,,,,,,,,"13897997152","22344374","Pinal","Pinal County","A","+32.9185209","-111.3663396","06",,402494,99504,302990,22770,20977,71,62,8,38,0,16,9,2,0,7,20010,19872,19785,4,68,15,138,17,0,121,896,819,672,0,146,1,77,1,0,76,1793,49,38,5,24,0,9,11,2,0,9,1307,1193,1143,0,49,1,114,13,0,101,437,264,18,0,240,6,173,0,0,173
"G0400230","2020","AZ","0500000US04023","04023","4","8","Arizona","04","Santa Cruz County","023",,,,,,,,,,,,,,,,,,"35700","2","536","99999",,,,,,,,,,,,,,,,,,,"3201853240","3068237","Santa Cruz","Santa Cruz County","A","+31.5257330","-110.8452278","06",,47509,12444,35065,160,96,5,2,2,0,0,0,3,0,0,3,69,41,39,2,0,0,28,0,0,28,22,5,5,0,0,0,17,0,0,17,64,5,0,0,0,0,0,5,0,0,5,37,19,18,1,0,0,18,0,0,18,22,1,1,0,0,0,21,0,0,21
"G0400250","2020","AZ","0500000US04025","04025","4","8","Arizona","04","Yavapai County","025",,,,,,,,,,,,,,,,,,"39150","1","999","99999",,,,,,,,,,,,,,,,,,,"21038142263","11513573","Yavapai","Yavapai County","A","+34.6310710","-112.5772247","06",,232174,36905,195269,4035,2441,54,35,0,34,0,1,19,6,0,13,2011,395,347,0,32,16,1616,1106,0,510,376,194,20,0,173,1,182,1,0,181,1594,114,91,0,91,0,0,23,15,0,8,905,119,86,0,28,5,786,555,0,231,575,370,0,0,364,6,205,1,0,204
